Point_ID,Year,Track,Session,Driver,Lap_Time,Time,Distance,X,Y,Speed,Throttle,Brake,nGear,RPM,DRS,X_norm,Y_norm
2018_Monza_Q_RAI_81,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:10.623000,904.2989348779354,-59.5,795.3,101.38173965324206,0.0,False,3,7631.165922035763,8,0.07200332596681769,0.6337294253036168
2018_Monza_Q_RAI_82,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:10.786000,908.696111111111,-59.06528423337024,800.5556018226963,98.0,0.0,True,3,7573.0,8,0.07234915947353196,0.636150147753481
2018_Monza_Q_RAI_83,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:10.923000,912.2208953195454,-58.7,805.2,93.98745064771197,0.0,True,3,7599.368181457893,8,0.07263975746208262,0.6382893507055303
2018_Monza_Q_RAI_84,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:11.025000,914.7375,-58.42976407937046,808.5183411600394,91.0,0.0,True,2,7619.0,8,0.07285474077588332,0.6398177737507704
2018_Monza_Q_RAI_85,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:11.223000,919.3568510353567,-58.0,814.2,86.0499968,0.0,True,2,7377.687344,8,0.07319663502043944,0.6424347374345424
2018_Monza_Q_RAI_86,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:11.345000,922.1152777777777,-57.889449094795246,816.7754057556742,83.0,0.0,False,2,7229.0,8,0.07328458261781738,0.6436209655280306
2018_Monza_Q_RAI_87,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:11.523000,926.0959153509903,-57.4,820.2,80.78423337008687,0.73858887663771,False,2,6926.178560578539,8,0.07367395864188814,0.6451983285872172
2018_Monza_Q_RAI_88,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:11.586000,927.4708333333332,-56.92663476169391,821.6838508896544,80.0,1.0,False,2,6819.0,8,0.07405053932491512,0.6458817881189736
2018_Monza_Q_RAI_89,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:11.823000,932.4744001033733,-54.2,827.4,76.03347065212502,9.92469103271872,False,2,6869.573249185406,8,0.07621968462294787,0.648514637970427
2018_Monza_Q_RAI_90,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:11.825000,932.5163888888887,-54.17637133034141,827.4351802819729,76.0,10.0,False,2,6870.0,8,0.0762384821599003,0.6485308419564285
2018_Monza_Q_RAI_91,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:12.065000,937.5830555555555,-51.208988177472975,829.8839262803795,76.0,17.0,False,2,6883.0,8,0.07859915228115534,0.6496587307524858
2018_Monza_Q_RAI_92,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:12.123000,938.8197529531365,-50.2,830.2,76.24166613333334,12.891675733333333,False,2,6864.633373866666,8,0.07940184209927255,0.6498043138416751
2018_Monza_Q_RAI_93,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:12.305000,942.7163888888888,-45.985348670418745,830.8510807556106,77.0,0.0,False,2,6807.0,8,0.08275476315890473,0.6501042006776555
2018_Monza_Q_RAI_94,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:12.423000,945.2272806782423,-43.3,831.0,76.41293449964084,0.0,False,2,6560.432489849151,8,0.08489106374593261,0.6501727926620319
2018_Monza_Q_RAI_95,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:12.506000,946.9597222222221,-41.742021199922156,830.9770035935004,76.0,0.0,False,2,6387.0,8,0.08613049721758836,0.6501622005511075
2018_Monza_Q_RAI_96,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:12.723000,951.3068653194797,-38.3,830.6,72.3833344,0.0,False,2,6149.2042368,8,0.08886876059133844,0.6499885532518536
2018_Monza_Q_RAI_97,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:12.746000,951.7597222222221,-37.89672609930888,830.558486054834,72.0,0.0,False,2,6124.0,8,0.08918958085586116,0.6499694319899245
2018_Monza_Q_RAI_98,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:12.986000,956.4263888888887,-33.117240694720195,830.1554489826822,70.0,15.0,False,2,6147.0,8,0.0929918496591603,0.6497837937087916
2018_Monza_Q_RAI_99,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:13.023000,957.1324683235025,-32.3,830.1,69.69166506666667,16.233339733333334,False,2,6200.187776,8,0.09364199680582545,0.6497582539891306
2018_Monza_Q_RAI_100,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:13.226000,960.959722222222,-27.505475026714624,829.8657312085473,68.0,23.0,False,2,6492.0,8,0.0974562301781168,0.6496503501292296
2018_Monza_Q_RAI_101,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:13.323000,962.7893708865876,-25.3,830.0,68.4041664,25.020832,False,2,6573.2374464,8,0.09921077238939363,0.6497121941365861
2018_Monza_Q_RAI_102,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:13.466000,965.559722222222,-22.355687045336403,830.6438069880887,69.0,28.0,False,2,6693.0,8,0.10155308925972421,0.6500087306859714
2018_Monza_Q_RAI_103,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:13.623000,968.8216639441415,-19.7,831.8,73.57917226666666,34.541674666666665,False,2,6996.533704533334,8,0.10366579285624818,0.6505412714823884
2018_Monza_Q_RAI_104,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:13.706000,970.6263888888888,-18.611737457845575,832.5263072493887,76.0,38.0,False,2,7157.0,8,0.10453154855242837,0.6508758075304775
2018_Monza_Q_RAI_105,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:13.824000,973.2768603822196,-17.3,833.7,78.458336,41.4416704,False,2,7370.875232,8,0.10557508734204296,0.6514164086807355
2018_Monza_Q_RAI_106,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:13.946000,976.0263888888887,-16.004730962173262,835.0947234790789,81.0,45.0,False,2,7592.0,8,0.10660552485518603,0.6520588162586038
2018_Monza_Q_RAI_107,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:14.124000,979.9349628997305,-14.3,837.6,81.0,56.125008,False,2,8275.0754912,8,0.10796170544928646,0.6532127429299741
2018_Monza_Q_RAI_108,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:14.186000,981.4263888888887,-13.788182714770556,838.6553938411195,81.0,60.0,False,2,8513.0,8,0.10836887624946274,0.6536988557769583
2018_Monza_Q_RAI_109,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:14.424000,988.0361191322418,-12.5,843.3,99.9205072012031,66.97071317939061,False,2,9458.029543891671,8,0.10939367631363257,0.655838154525015
2018_Monza_Q_RAI_110,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:14.425000,988.0652777777776,-12.498475305376896,843.3197982873122,100.0,67.0,False,2,9462.0,8,0.10939488926823107,0.6558472735869575
2018_Monza_Q_RAI_111,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:14.665000,995.3319444444443,-13.040992355244247,848.0427148367,109.0,77.0,False,2,10599.0,8,0.10896329559666383,0.658022641985409
2018_Monza_Q_RAI_112,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:14.724000,997.2709682166392,-13.3,849.2,112.37143222857142,81.00357577142857,False,2,10929.821787428571,8,0.10875724481836763,0.6585556858251453
2018_Monza_Q_RAI_113,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:14.945000,1005.0541666666666,-14.396898056636037,853.51405222298,125.0,96.0,False,2,12169.0,8,0.10788461923044504,0.660542731917746
2018_Monza_Q_RAI_114,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:15.024000,1007.9607542055044,-14.8,855.0,128.9500032,97.31666773333333,False,2,11909.945623466667,8,0.10756393576474588,0.661227157272731
2018_Monza_Q_RAI_115,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:15.185000,1014.1874999999999,-15.604238500410812,857.89370710032,137.0,100.0,False,3,11382.0,8,0.10692413237553829,0.6625599944962103
2018_Monza_Q_RAI_116,2018,Monza,Q,RAI,00:01:19.119000,0 days 00:00:15.324000,1020.095318570541,-16.4,860.8,148.00417173333332,100.0,False,3,11819.8502016,8,0.10629107277421601,0.6638986287203165
